,sentence,label,pred
610,like you could n't smell this turkey rotting from miles away . ,0,"Sentence: like you could n't smell this turkey rotting from miles away .
Answer: 0"
611,the performances take the movie to a higher level . ,1,"Sentence: the performances take the movie to a higher level .
Answer: 1"
612,davis ... is so enamored of her own creation that she ca n't see how insufferable the character is . ,0,"Sentence: davis ... is so enamored of her own creation that she ca n't see how insufferable the character is .
Answer: 0"
613,... takes the beauty of baseball and melds it with a story that could touch anyone regardless of their familiarity with the sport ,1,"Sentence: ... takes the beauty of baseball and melds it with a story that could touch anyone regardless of their familiarity with the sport  
Answer: 1"
614,"against all odds in heaven and hell , it creeped me out just fine . ",1,"Sentence: against all odds in heaven and hell , it creeped me out just fine .
Answer: 0"
615,"as the latest bid in the tv-to-movie franchise game , i spy makes its big-screen entry with little of the nervy originality of its groundbreaking small-screen progenitor . ",0,"Sentence: as the latest bid in the tv-to-movie franchise game , i spy makes its big-screen entry with little of the nervy originality of its groundbreaking small-screen progenitor .
Answer: 0"
616,"there 's really only one good idea in this movie , but the director runs with it and presents it with an unforgettable visual panache . ",1,"Sentence: there 's really only one good idea in this movie , but the director runs with it and presents it with an unforgettable visual panache .
Answer: 1"
617,"the so-inept - it 's - surreal dubbing ( featuring the voices of glenn close , regis philbin and breckin meyer ) brings back memories of cheesy old godzilla flicks . ",0,"Sentence: the so-inept - it 's - surreal dubbing ( featuring the voices of glenn close , regis philbin and breckin meyer ) brings back memories of cheesy old godzilla flicks .
Answer: 0"
618,"without non-stop techno or the existential overtones of a kieslowski morality tale , maelström is just another winter sleepers . ",0,"Sentence: without non-stop techno or the existential overtones of a kieslowski morality tale , maelström is just another winter sleepers .
Answer: 0"
619,an unclassifiably awful study in self - and audience-abuse . ,0,"Sentence: an unclassifiably awful study in self - and audience-abuse .
Answer: 0"
620,the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess 's home video of their baby 's birth . ,0,"Sentence: the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess 's home video of their baby 's birth .
Answer: 0"
621,"kinnear does n't aim for our sympathy , but rather delivers a performance of striking skill and depth . ",1,"Sentence: kinnear does n't aim for our sympathy , but rather delivers a performance of striking skill and depth .
Answer: 1"
622,few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands . ,1,"Sentence: few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands .
Answer: 1"
623,"it is amusing , and that 's all it needs to be . ",1,"Sentence: it is amusing , and that 's all it needs to be .
Answer: 1"
624,"challenging , intermittently engrossing and unflaggingly creative . ",1,"Sentence: challenging , intermittently engrossing and unflaggingly creative .
Answer: 1"
625,for the most part stevens glides through on some solid performances and witty dialogue . ,1,"Sentence: for the most part stevens glides through on some solid performances and witty dialogue .
Answer: 1"
626,this flick is about as cool and crowd-pleasing as a documentary can get . ,1,"Sentence: this flick is about as cool and crowd-pleasing as a documentary can get .
Answer: 1"
627,nervous breakdowns are not entertaining . ,0,"Sentence: nervous breakdowns are not entertaining .
Answer: 0"
628,"writer-director 's mehta 's effort has tons of charm and the whimsy is in the mixture , the intoxicating masala , of cultures and film genres . ",1,"Sentence: writer-director 's mehta 's effort has tons of charm and the whimsy is in the mixture , the intoxicating masala , of cultures and film genres .
Answer: 1"
629,"excessive , profane , packed with cartoonish violence and comic-strip characters . ",0,"Sentence: excessive , profane , packed with cartoonish violence and comic-strip characters .
Answer: 0"
630,a taut psychological thriller that does n't waste a moment of its two-hour running time . ,1,"Sentence: a taut psychological thriller that does n't waste a moment of its two-hour running time .
Answer: 1"
631,burns never really harnesses to full effect the energetic cast . ,0,"Sentence: burns never really harnesses to full effect the energetic cast .
Answer: 0"
632,just embarrassment and a vague sense of shame . ,0,"Sentence: just embarrassment and a vague sense of shame .
Answer: 0"
633,"still , as a visual treat , the film is almost unsurpassed . ",1,"Sentence: still , as a visual treat , the film is almost unsurpassed .
Answer: 1"
634,"harris commands the screen , using his frailty to suggest the ravages of a life of corruption and ruthlessness . ",1,"Sentence: harris commands the screen , using his frailty to suggest the ravages of a life of corruption and ruthlessness .
Answer: 0"
635,or emptying rat traps . ,0,"Sentence: or emptying rat traps .
Answer: 2"
636,"offers much to enjoy ... and a lot to mull over in terms of love , loyalty and the nature of staying friends . ",1,"Sentence: offers much to enjoy ... and a lot to mull over in terms of love , loyalty and the nature of staying friends .
Answer: 1"
637,the piquant story needs more dramatic meat on its bones . ,0,"Sentence: the piquant story needs more dramatic meat on its bones .
Answer: 0"
638,my wife is an actress is an utterly charming french comedy that feels so american in sensibility and style it 's virtually its own hollywood remake . ,1,"Sentence: my wife is an actress is an utterly charming french comedy that feels so american in sensibility and style it 's virtually its own hollywood remake .
Answer: 1"
639,indifferently implausible popcorn programmer of a movie . ,0,"Sentence: indifferently implausible popcorn programmer of a movie .
Answer: 0"
640,"an important movie , a reminder of the power of film to move us and to make us examine our values . ",1,"Sentence: an important movie , a reminder of the power of film to move us and to make us examine our values .
Answer: 1"
641,the magic of the film lies not in the mysterious spring but in the richness of its performances . ,1,"Sentence: the magic of the film lies not in the mysterious spring but in the richness of its performances .
Answer: 1"
642,"this re-do is so dumb and so exploitative in its violence that , ironically , it becomes everything that the rather clumsy original was railing against . ",0,"Sentence: this re-do is so dumb and so exploitative in its violence that , ironically , it becomes everything that the rather clumsy original was railing against .
Answer: 0"
643,"the jabs it employs are short , carefully placed and dead-center . ",1,"Sentence: the jabs it employs are short , carefully placed and dead-center .
Answer: 1"
